version,experiment,source,readout,target,K,n_start,n_reference,n_shared_start_reference,n_shared_start_treated,n_shared_start_original_all_control,score_matrix
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,ARID2,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,ARID5B,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,ATMIN,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,BHLHE40,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,BHLHE41,28,18,559,0,0,18,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,BPTF,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,CEBPD,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,CNOT10,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,DEAF1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,DNMT1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,FOXK1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,IRF9,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,MAF,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,MEF2C,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,MEF2D,28,30,547,0,0,30,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,MITF,28,18,559,0,0,18,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,PRDM1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,RELA,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,RUNX1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,SMAD3,28,21,556,0,0,21,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,SPI1,28,24,553,0,0,24,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,SREBF1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,STAT1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,STAT2,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,TCF4,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,ZNF148,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,ZNF532,28,30,547,0,0,30,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_6L,ZNF644,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,ARID2,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,ARID5B,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,ATMIN,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,BHLHE40,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,BHLHE41,28,18,559,0,0,18,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,BPTF,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,CEBPD,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,CNOT10,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,DEAF1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,DNMT1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,FOXK1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,IRF9,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,MAF,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,MEF2C,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,MEF2D,28,30,547,0,0,30,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,MITF,28,18,559,0,0,18,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,PRDM1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,RELA,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,RUNX1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,SMAD3,28,21,556,0,0,21,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,SPI1,28,24,553,0,0,24,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,SREBF1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,STAT1,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,STAT2,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,TCF4,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,ZNF148,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,ZNF532,28,30,547,0,0,30,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,cite_6tf,GSE335887,GF_V1_12L,ZNF644,28,32,545,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,ARID2,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,ATMIN,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,BHLHE40,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,BHLHE41,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,BPTF,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,CEBPD,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,CNOT10,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,DEAF1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,DNMT1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,FOXK1,25,19,715,0,0,19,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,IRF9,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,MAF,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,MEF2C,25,30,704,0,0,30,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,MEF2D,25,21,713,0,0,21,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,PRDM1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,RELA,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,RUNX1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,SALL4,25,30,704,0,0,30,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,SMAD3,25,10,724,0,0,10,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,SPI1,25,8,726,0,0,8,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,SREBF1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,STAT1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,STAT2,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,ZNF148,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_6L,ZNF644,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,ARID2,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,ATMIN,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,BHLHE40,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,BHLHE41,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,BPTF,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,CEBPD,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,CNOT10,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,DEAF1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,DNMT1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,FOXK1,25,19,715,0,0,19,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,IRF9,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,MAF,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,MEF2C,25,30,704,0,0,30,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,MEF2D,25,21,713,0,0,21,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,PRDM1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,RELA,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,RUNX1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,SALL4,25,30,704,0,0,30,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,SMAD3,25,10,724,0,0,10,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,SPI1,25,8,726,0,0,8,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,SREBF1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,STAT1,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,STAT2,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,ZNF148,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,crop_6tf,GSE335887,GF_V1_12L,ZNF644,25,32,702,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_crop_6tf/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,ARID2,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,ARID5B,24,28,609,0,0,28,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,ATMIN,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,BHLHE40,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,BHLHE41,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,BPTF,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,CNOT10,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,DEAF1,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,FOXK1,24,25,612,0,0,25,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,IRF9,24,18,619,0,0,18,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,MAF,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,MEF2C,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,MEF2D,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,MITF,24,28,609,0,0,28,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,PRDM1,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,RELA,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,RUNX1,24,10,627,0,0,10,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,SREBF1,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,STAT1,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,STAT2,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,TCF4,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,ZNF148,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,ZNF532,24,18,619,0,0,18,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_6L,ZNF644,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/6L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_12L,ARID2,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_12L,ARID5B,24,28,609,0,0,28,strengthening_v2/embedding_calibration/GSE335887/12L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_12L,ATMIN,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_12L,BHLHE40,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_12L,BHLHE41,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_12L,BPTF,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_imgl/preds_score_matrix.npz
old_query_excluded,cite_imgl,GSE335887,GF_V1_12L,CNOT10,24,32,605,0,0,32,strengthening_v2/embedding_calibration/GSE335887/12L_cite_imgl/preds_score_matrix.npz
